team_a_name,team_b_name,team_a_avg_goals,team_b_avg_goals,team_a_recent_form,team_b_recent_form,match_location,weather_condition,result
1830,2483056,3.42,2.47,1,5,away,rainy,draw
1831,2483055,2.71,0.97,2,4,neutral,cloudy,draw
1832,2483054,0.61,1.7,2,5,home,cloudy,team_b_win
1833,2483053,2.13,2.53,2,1,neutral,cloudy,draw
1834,2483052,1.64,2.28,1,4,away,cloudy,team_b_win
1835,2483051,3.31,2.95,2,5,home,cloudy,draw
1836,2483050,1.96,1.49,1,2,away,sunny,team_b_win
1837,2483049,1.6,3.03,1,3,home,cloudy,team_a_win
1838,2483048,2.02,2.74,3,1,away,rainy,draw
1839,2483047,1.09,2.4,1,4,home,sunny,draw
1840,2483046,1.78,3.45,1,5,home,rainy,team_a_win
1841,2483045,1.62,1.16,4,3,neutral,sunny,draw
1842,2483044,3.48,3.16,3,4,home,rainy,team_a_win
1843,2483043,1.56,1.88,5,1,neutral,sunny,draw
1844,2483042,2.48,1.63,3,5,home,rainy,draw
1845,2483041,2.6,0.56,2,1,away,sunny,team_b_win
1846,2483040,0.6,3.2,2,5,away,cloudy,team_b_win
1847,2483039,3.43,2.98,3,5,home,cloudy,team_b_win
1848,2483038,0.6,1.14,5,3,neutral,rainy,team_b_win
1849,2483037,2.89,0.95,3,5,neutral,rainy,team_b_win
1850,2483036,3.22,1.45,5,3,neutral,rainy,team_a_win
1851,2483035,1.54,1.69,3,2,away,sunny,team_a_win
1852,2483034,1.6,3.48,1,4,home,sunny,draw
1853,2483033,1.07,2.63,2,4,home,sunny,team_a_win
1854,2483032,0.92,3.02,4,5,home,rainy,team_b_win
1855,2483031,1.28,1.35,3,1,away,rainy,team_b_win
1856,2483030,2.45,2.25,4,4,neutral,cloudy,draw
1857,2483029,2.9,2.58,1,4,home,rainy,team_a_win
1858,2483028,2.39,2.39,5,3,away,sunny,team_a_win
1859,2483027,1.33,2.45,5,5,neutral,sunny,team_a_win
1860,2483026,1.09,2.36,4,3,away,sunny,draw
1861,2483025,1.75,1.03,3,3,away,sunny,team_a_win
1862,2483024,2.84,1.22,4,4,neutral,cloudy,draw
1863,2483023,2.97,2.69,1,1,neutral,sunny,team_a_win
1864,2483022,2.14,1.54,3,3,away,sunny,team_a_win
1865,2483021,1.61,3.32,1,4,home,rainy,draw
1866,2483020,3.45,3.02,4,2,neutral,rainy,draw
1867,2483019,1.68,2.69,5,4,home,rainy,draw
1868,2483018,1.25,2.66,3,2,home,cloudy,draw
1869,2483017,2.68,2.2,4,3,away,sunny,team_b_win
1870,2483016,2.63,2.67,4,4,away,cloudy,draw
1871,2483015,2.76,0.62,2,1,home,rainy,draw
1872,2483014,0.7,1.63,3,3,neutral,rainy,team_b_win
1873,2483013,1.46,0.53,5,3,away,sunny,team_a_win
1874,2483012,1.02,1.81,5,4,home,sunny,team_a_win
1875,2483011,2.18,0.92,5,1,away,sunny,draw
1876,2483010,3.1,0.97,5,2,home,rainy,team_b_win
1877,2483009,2.57,2.3,1,5,away,rainy,team_a_win
1878,2483008,0.82,3.38,3,1,away,sunny,draw
1879,2483007,2.97,0.77,3,4,neutral,sunny,team_b_win
1880,2483006,2.36,2.78,3,1,home,rainy,team_b_win
1881,2483005,3.31,0.75,5,1,away,sunny,team_a_win
1882,2483004,2.82,3.3,2,5,home,sunny,draw
1883,2483003,2.65,2.71,4,4,neutral,sunny,draw
1884,2483002,2.09,3.11,3,5,home,sunny,team_a_win
1885,2483001,2.82,1.02,2,2,neutral,rainy,draw
1886,2483000,1.82,2.37,4,1,home,sunny,team_a_win
1887,2482999,2.56,1.48,4,4,neutral,sunny,draw
1888,2482998,3.29,3.35,1,5,away,rainy,team_a_win
1889,2482997,0.53,1.15,5,5,home,rainy,team_a_win
1890,2482996,2.24,2.61,4,2,home,rainy,draw
1891,2482995,1.6,1.99,2,4,home,sunny,team_b_win
1892,2482994,2.33,1.17,3,4,away,sunny,draw
1893,2482993,0.56,1.23,2,4,home,sunny,team_a_win
1894,2482992,2.03,0.66,1,5,away,sunny,team_a_win
1895,2482991,2.27,1.79,4,3,neutral,cloudy,draw
1896,2482990,1.82,3.28,2,3,home,sunny,team_a_win
1897,2482989,1.65,0.53,5,5,home,cloudy,team_a_win
1898,2482988,2.5,1.56,3,3,neutral,sunny,team_a_win
1899,2482987,3.44,2.26,3,4,away,sunny,team_b_win
1900,2482986,0.62,1.25,2,2,away,sunny,draw
1901,2482985,2.19,3.33,4,2,neutral,sunny,team_a_win
1902,2482984,2.89,3.47,2,2,home,sunny,draw
1903,2482983,1.65,1.37,2,4,neutral,sunny,team_a_win
1904,2482982,2.73,0.86,5,3,home,cloudy,draw
1905,2482981,1.51,3.1,3,2,home,cloudy,draw
1906,2482980,3.17,2.71,4,2,away,rainy,draw
1907,2482979,1.03,1.3,3,2,neutral,cloudy,team_a_win
1908,2482978,2.16,2,3,3,neutral,sunny,team_b_win
1909,2482977,2.11,1.24,5,5,neutral,sunny,draw
1910,2482976,1.27,2.47,1,5,home,sunny,draw
1911,2482975,0.92,1.01,4,4,home,rainy,draw
1912,2482974,1.69,0.83,3,5,neutral,sunny,team_b_win
1913,2482973,2.09,2.33,2,2,neutral,cloudy,draw
1914,2482972,0.83,0.83,2,4,away,cloudy,team_a_win
1915,2482971,1.29,3.21,1,3,neutral,sunny,team_b_win
1916,2482970,1.17,3.29,5,2,away,cloudy,draw
1917,2482969,2.52,2.55,2,4,neutral,sunny,team_a_win
1918,2482968,0.59,2.94,3,4,neutral,cloudy,draw
1919,2482967,1.72,2.71,4,2,away,cloudy,team_b_win
1920,2482966,2.86,2.65,1,4,away,rainy,team_b_win
1921,2482965,2.83,1.7,2,5,away,cloudy,draw
1922,2482964,1.24,2.46,1,2,home,rainy,draw
1923,2482963,2.05,1.4,2,1,neutral,rainy,team_a_win
1924,2482962,2.33,0.8,1,4,away,rainy,team_a_win
1925,2482961,3.33,3.44,5,4,neutral,sunny,draw
1926,2482960,2.33,2.86,1,3,home,cloudy,team_a_win
1927,2482959,1.88,2.98,2,2,neutral,sunny,draw
1928,2482958,3.41,0.94,4,4,neutral,sunny,draw
1929,2482957,3.46,0.58,5,4,away,sunny,team_b_win
1930,2482956,2.23,2.51,1,4,neutral,rainy,team_a_win
1931,2482955,1.16,3.05,4,3,home,rainy,draw
1932,2482954,2.18,1.29,1,4,home,sunny,team_b_win
1933,2482953,2.82,3.34,5,3,away,sunny,team_a_win
1934,2482952,2.91,2.3,1,5,neutral,cloudy,draw
1935,2482951,2.83,2.36,3,2,neutral,rainy,team_a_win
1936,2482950,3.12,1.25,2,2,home,rainy,team_b_win
1937,2482949,2.81,0.6,5,5,away,sunny,team_a_win
1938,2482948,2.8,1.68,5,2,neutral,cloudy,team_b_win
1939,2482947,1.68,0.92,4,1,neutral,cloudy,team_b_win
1940,2482946,1.7,2.48,1,1,neutral,sunny,team_b_win
1941,2482945,1.12,0.84,5,4,neutral,cloudy,draw
1942,2482944,2.74,0.51,5,1,away,sunny,draw
1943,2482943,2.8,0.9,5,3,home,sunny,team_b_win
1944,2482942,0.59,0.88,2,2,neutral,rainy,team_a_win
1945,2482941,2.41,1.57,4,2,home,cloudy,team_a_win
1946,2482940,1.84,1.22,3,1,home,sunny,team_b_win
1947,2482939,3.23,0.67,3,2,home,rainy,team_a_win
1948,2482938,2.22,2.17,5,3,neutral,sunny,team_a_win
1949,2482937,2.68,1.36,3,5,away,sunny,team_a_win
1950,2482936,3,2.97,1,4,home,cloudy,team_b_win
1951,2482935,0.71,3.36,5,5,away,sunny,team_a_win
1952,2482934,1.52,1.2,3,2,away,rainy,team_b_win
1953,2482933,2.38,1.39,4,1,home,cloudy,team_b_win
1954,2482932,2.42,0.8,2,1,neutral,rainy,team_a_win
1955,2482931,1.36,1.18,2,4,away,cloudy,team_a_win
1956,2482930,2.32,1.14,5,1,away,rainy,draw
1957,2482929,0.93,1.57,1,4,away,cloudy,team_b_win
1958,2482928,2.71,3.29,3,4,neutral,sunny,team_a_win
1959,2482927,3.36,0.74,2,4,neutral,sunny,team_a_win
1960,2482926,1.05,3.28,1,2,away,sunny,team_a_win
1961,2482925,1.16,3.19,5,4,away,cloudy,team_b_win
1962,2482924,1.45,0.93,1,3,away,rainy,draw
1963,2482923,1.8,1.45,3,5,home,rainy,team_a_win
1964,2482922,1.75,2.93,5,3,neutral,rainy,team_a_win
1965,2482921,0.84,1.1,3,2,neutral,rainy,team_a_win
1966,2482920,1.15,1.25,1,5,home,cloudy,team_a_win
1967,2482919,2.38,3.24,1,1,away,rainy,team_b_win
1968,2482918,1.99,2.96,3,3,neutral,cloudy,draw
1969,2482917,3.28,0.5,2,1,neutral,cloudy,draw
1970,2482916,3.37,1.29,2,4,away,cloudy,team_b_win
1971,2482915,1.36,2.8,5,5,neutral,cloudy,team_a_win
1972,2482914,2.52,1.18,4,4,away,rainy,draw
1973,2482913,1.53,2.11,4,2,neutral,rainy,team_a_win
1974,2482912,2.5,1.65,1,1,home,rainy,team_b_win
1975,2482911,0.54,2.33,2,1,away,sunny,team_a_win
1976,2482910,1.09,3.04,3,4,home,cloudy,team_b_win
1977,2482909,2.59,3.21,3,1,home,rainy,team_b_win
1978,2482908,1.7,2.72,2,3,neutral,cloudy,team_b_win
1979,2482907,2.53,1.53,1,1,neutral,rainy,team_a_win
1980,2482906,0.8,3.49,2,5,neutral,sunny,team_b_win
1981,2482905,3.16,2.28,3,1,home,sunny,team_b_win
1982,2482904,2.9,2.59,2,5,away,sunny,draw
1983,2482903,3.15,2.46,5,3,away,sunny,draw
1984,2482902,2.88,2.2,1,2,away,cloudy,draw
1985,2482901,2.09,1.91,2,4,home,sunny,team_a_win
1986,2482900,3.35,0.59,1,1,neutral,cloudy,team_a_win
1987,2482899,3.05,1.53,3,3,neutral,rainy,draw
1988,2482898,1.17,0.92,4,4,away,cloudy,draw
1989,2482897,1.5,1.41,1,3,away,sunny,team_a_win
1990,2482896,3.5,3.31,4,2,neutral,cloudy,team_a_win
1991,2482895,1.48,1.92,3,5,home,rainy,draw
1992,2482894,0.8,3.47,2,3,neutral,sunny,draw
1993,2482893,2.71,1.31,3,1,home,sunny,team_a_win
1994,2482892,0.76,0.78,3,4,neutral,cloudy,draw
1995,2482891,2.42,2.47,2,5,home,cloudy,draw
1996,2482890,1.48,2.64,4,3,neutral,rainy,draw
1997,2482889,1.27,1.78,1,3,home,rainy,team_a_win
1998,2482888,1.12,0.53,4,2,neutral,sunny,team_a_win
1999,2482887,2.14,0.74,2,2,neutral,rainy,team_a_win
2000,2482886,1.57,3.33,4,4,home,sunny,draw
2001,2482885,0.55,1.39,5,4,neutral,sunny,team_b_win
2002,2482884,1.75,1.55,5,4,home,rainy,team_b_win
2003,2482883,1.55,2.37,4,5,away,cloudy,draw
2004,2482882,0.99,3.06,2,1,home,sunny,draw
2005,2482881,2.55,1.31,2,1,away,rainy,team_a_win
2006,2482880,2.2,0.67,2,5,neutral,rainy,draw
2007,2482879,1.87,1.49,2,1,home,cloudy,draw
2008,2482878,0.52,1.81,4,2,away,rainy,team_b_win
2009,2482877,1.05,3.05,3,1,neutral,cloudy,team_b_win
2010,2482876,0.88,0.94,4,1,away,cloudy,team_b_win
2011,2482875,3.02,2.37,3,5,neutral,sunny,team_a_win
2012,2482874,0.64,0.72,1,4,neutral,cloudy,team_b_win
2013,2482873,1.03,1.9,4,5,away,cloudy,draw
2014,2482872,2.41,0.77,2,5,away,rainy,team_b_win
2015,2482871,1.11,0.81,4,2,home,rainy,team_a_win
2016,2482870,3.07,3.36,5,5,home,cloudy,team_b_win
2017,2482869,2.68,2.01,1,1,neutral,sunny,draw
2018,2482868,3.07,1.52,4,1,away,cloudy,team_b_win
2019,2482867,2.27,0.59,4,1,away,rainy,team_b_win
2020,2482866,3.31,0.7,3,3,home,sunny,team_b_win
2021,2482865,0.63,0.68,1,3,away,cloudy,team_a_win
2022,2482864,1.76,2.93,2,4,home,sunny,team_b_win
2023,2482863,2.76,2.65,2,1,neutral,rainy,team_a_win
2024,2482862,2.53,2.27,4,4,home,sunny,team_b_win
2025,2482861,1.33,2.66,1,1,home,cloudy,team_b_win
2026,2482860,1.93,3.31,5,1,neutral,cloudy,team_a_win
2027,2482859,1.19,1.88,1,2,neutral,sunny,draw
2028,2482858,2.26,0.91,3,4,neutral,rainy,team_b_win
2029,2482857,3.27,2.14,1,2,home,sunny,team_b_win
2030,2482856,3.31,2.79,3,3,neutral,rainy,team_a_win
2031,2482855,1.71,1.75,3,4,away,cloudy,draw
2032,2482854,1.17,2.28,3,4,away,rainy,draw
2033,2482853,2.03,1.31,1,5,neutral,cloudy,draw
2034,2482852,2.76,1.69,4,1,neutral,cloudy,draw
2035,2482851,2.55,2.41,3,4,neutral,cloudy,draw
2036,2482850,3.09,1.76,1,2,away,rainy,team_a_win
2037,2482849,0.55,1.82,4,5,home,cloudy,team_b_win
2038,2482848,0.56,3.32,2,3,home,rainy,team_a_win
2039,2482847,2.75,2.75,3,1,away,sunny,draw
2040,2482846,3.15,1.05,5,1,home,sunny,draw
2041,2482845,2.11,1.25,4,3,away,cloudy,draw
2042,2482844,1.63,3.22,3,3,away,rainy,draw
2043,2482843,1.59,2.96,5,1,away,rainy,team_b_win
2044,2482842,2.26,3.14,1,2,away,sunny,draw
2045,2482841,2.42,2.4,2,1,away,cloudy,team_a_win
2046,2482840,2.9,1.28,4,1,away,sunny,team_b_win
2047,2482839,0.86,1.48,1,1,neutral,rainy,draw
2048,2482838,0.9,2.43,1,2,away,sunny,team_a_win
2049,2482837,0.96,1.28,1,2,home,sunny,team_b_win
2050,2482836,3.33,1.73,5,3,neutral,sunny,team_b_win
2051,2482835,0.92,1.4,5,1,home,rainy,draw
2052,2482834,2.66,0.86,5,2,neutral,cloudy,team_b_win
2053,2482833,2.94,2.48,2,4,away,sunny,draw
2054,2482832,1.29,1.09,1,4,neutral,cloudy,team_b_win
2055,2482831,0.51,3.23,1,2,home,cloudy,draw
2056,2482830,2.16,2.73,3,3,neutral,cloudy,draw
2057,2482829,0.68,1.24,3,3,home,sunny,draw
2058,2482828,2.02,2.35,3,5,home,cloudy,team_b_win
2059,2482827,3.34,3.37,3,3,away,sunny,team_a_win
2060,2482826,1.12,2.57,2,3,neutral,cloudy,team_b_win
2061,2482825,1.21,2.85,4,4,home,cloudy,team_a_win
2062,2482824,0.95,1.56,5,3,home,rainy,draw
2063,2482823,3.27,0.78,5,4,neutral,sunny,team_a_win
2064,2482822,3.38,0.95,5,3,away,rainy,draw
2065,2482821,1.08,2.76,4,3,home,rainy,team_a_win
2066,2482820,1.93,2.88,4,3,home,sunny,team_b_win
2067,2482819,0.72,2.37,4,4,home,rainy,team_b_win
2068,2482818,0.83,3.05,5,5,away,sunny,team_a_win
2069,2482817,2.36,3.4,2,1,away,sunny,draw
2070,2482816,3.15,0.82,4,1,neutral,sunny,team_a_win
2071,2482815,1.23,0.66,1,2,away,sunny,team_b_win
2072,2482814,1.58,3.02,1,3,home,rainy,team_a_win
2073,2482813,1.33,1.46,2,2,away,sunny,team_b_win
2074,2482812,2.16,3.45,4,5,away,rainy,team_a_win
2075,2482811,2.39,1.01,3,4,neutral,cloudy,draw
2076,2482810,1.67,0.83,1,3,away,rainy,draw
2077,2482809,2.17,2,3,3,home,cloudy,team_a_win
2078,2482808,1.53,2.14,4,5,home,cloudy,team_a_win
2079,2482807,1.19,0.89,5,4,home,rainy,team_a_win
2080,2482806,1.9,2.56,3,5,away,cloudy,team_a_win
2081,2482805,1.21,0.84,3,1,away,rainy,draw
2082,2482804,3.17,1.2,2,2,home,rainy,draw
2083,2482803,1.41,1.71,5,3,neutral,cloudy,draw
2084,2482802,2.48,1.31,5,1,away,rainy,team_a_win
2085,2482801,0.87,2.08,2,1,away,sunny,team_b_win
2086,2482800,2.33,0.84,4,5,home,rainy,team_b_win
2087,2482799,0.75,0.56,4,3,neutral,cloudy,team_a_win
2088,2482798,2.97,0.9,4,5,neutral,cloudy,team_b_win
2089,2482797,1.99,2.13,2,5,away,cloudy,team_a_win
2090,2482796,3.07,3.43,5,2,away,sunny,draw
2091,2482795,0.76,2.28,2,5,home,cloudy,draw
2092,2482794,1.82,1.25,4,3,home,cloudy,team_a_win
2093,2482793,1.25,2.92,3,2,away,cloudy,draw
2094,2482792,2.67,1.02,5,2,neutral,sunny,team_a_win
2095,2482791,1.66,0.89,5,4,home,rainy,team_b_win
2096,2482790,2.28,3.18,2,5,neutral,rainy,team_b_win
2097,2482789,1.67,2.25,2,5,away,cloudy,team_a_win
2098,2482788,0.93,0.87,5,5,home,cloudy,draw
2099,2482787,0.98,2.68,1,2,away,rainy,draw
2100,2482786,3.09,0.9,5,4,home,cloudy,team_b_win
2101,2482785,1.12,1.44,3,2,home,cloudy,team_a_win
2102,2482784,1.85,0.56,2,2,away,sunny,team_a_win
2103,2482783,2.38,2.55,1,1,home,cloudy,team_b_win
2104,2482782,2.36,3.28,5,2,home,cloudy,team_b_win
2105,2482781,1.76,3.35,4,4,home,sunny,team_a_win
2106,2482780,2.32,3.24,3,5,away,sunny,team_a_win
2107,2482779,2.81,0.63,5,3,neutral,cloudy,team_b_win
2108,2482778,1.66,1.2,4,1,neutral,cloudy,team_a_win
2109,2482777,1.83,1.76,1,3,neutral,sunny,team_b_win
2110,2482776,2.77,0.6,2,2,away,rainy,team_b_win
2111,2482775,1.01,1.48,1,1,home,sunny,team_a_win
2112,2482774,0.7,2.68,1,4,home,cloudy,team_b_win
2113,2482773,3.44,2.21,4,1,home,rainy,team_a_win
2114,2482772,2.03,1.47,2,5,home,cloudy,team_b_win
2115,2482771,2.52,2.37,3,3,home,rainy,draw
2116,2482770,2.13,2.88,1,1,neutral,rainy,draw
2117,2482769,1.93,1.01,2,2,away,cloudy,team_a_win
2118,2482768,2.96,0.91,3,3,home,rainy,team_b_win
2119,2482767,1.85,1.07,4,4,neutral,sunny,team_a_win
2120,2482766,2.41,0.72,4,5,home,sunny,team_a_win
2121,2482765,0.51,2.49,3,3,away,rainy,draw
2122,2482764,0.77,2.42,2,4,neutral,sunny,draw
2123,2482763,1.67,3.4,4,3,neutral,sunny,team_b_win
2124,2482762,2.75,1.01,2,5,home,cloudy,draw
2125,2482761,1.07,2.48,5,2,home,cloudy,team_b_win
2126,2482760,0.58,2.42,1,3,home,cloudy,team_b_win
2127,2482759,3.47,1.94,1,1,away,cloudy,team_a_win
2128,2482758,1.35,1.31,2,1,home,cloudy,team_a_win
2129,2482757,1.82,1.95,2,5,home,cloudy,team_a_win
2130,2482756,1.55,3.45,3,4,neutral,sunny,draw
2131,2482755,2.73,2.12,5,1,neutral,rainy,draw
2132,2482754,0.65,1.16,4,3,neutral,rainy,draw
2133,2482753,2.06,2.2,1,3,home,sunny,draw
2134,2482752,0.56,1.68,2,3,neutral,cloudy,team_b_win
2135,2482751,1.25,2.57,5,5,away,rainy,draw
2136,2482750,0.73,1.67,4,5,neutral,cloudy,team_b_win
2137,2482749,2.09,0.84,2,5,neutral,sunny,team_a_win
2138,2482748,2.6,2.27,4,1,away,cloudy,team_b_win
2139,2482747,1.4,2.76,4,1,home,sunny,draw
2140,2482746,0.96,1.77,5,4,away,sunny,draw
2141,2482745,1,2.7,1,1,away,cloudy,team_a_win
2142,2482744,2.81,3.29,4,2,away,rainy,team_b_win
2143,2482743,2.39,1.08,4,2,neutral,sunny,draw
2144,2482742,0.77,3.1,5,1,home,rainy,team_b_win
2145,2482741,3.16,0.8,3,4,neutral,sunny,team_b_win
2146,2482740,2.71,1,3,4,away,sunny,team_b_win
2147,2482739,1.77,2.86,4,1,home,rainy,draw
2148,2482738,3.1,1.04,3,5,home,cloudy,team_a_win
2149,2482737,3.24,2.15,3,3,away,cloudy,team_b_win
2150,2482736,2.17,3.07,2,2,neutral,rainy,team_a_win
2151,2482735,3.29,1.38,2,5,home,sunny,team_a_win
2152,2482734,1.19,2.66,4,2,away,cloudy,team_a_win
2153,2482733,2.9,3.37,4,4,neutral,sunny,team_b_win
2154,2482732,1.89,3.32,5,3,neutral,rainy,draw
2155,2482731,3.1,2.82,4,1,away,cloudy,team_a_win
2156,2482730,0.7,3.39,4,1,away,rainy,team_b_win
2157,2482729,1.17,3.28,1,1,home,cloudy,team_a_win
2158,2482728,1.27,0.92,5,3,neutral,sunny,team_a_win
2159,2482727,2.57,2.48,4,1,home,sunny,draw
2160,2482726,1.44,0.9,4,5,away,rainy,team_a_win
2161,2482725,2.86,3.46,1,4,neutral,sunny,team_a_win
2162,2482724,3.28,0.68,2,2,neutral,rainy,draw
2163,2482723,2,0.92,4,3,away,cloudy,team_b_win
2164,2482722,2.02,1.12,2,3,neutral,sunny,draw
2165,2482721,2.39,2.15,4,3,away,cloudy,team_b_win
2166,2482720,2.23,0.56,4,2,away,rainy,team_a_win
2167,2482719,1.53,1.89,2,4,away,rainy,team_b_win
2168,2482718,1.88,2.28,2,5,away,cloudy,team_a_win
2169,2482717,2.37,1.59,1,2,away,sunny,draw
2170,2482716,2.94,2.71,3,3,away,sunny,team_b_win
2171,2482715,2.27,2.59,4,2,home,sunny,team_a_win
2172,2482714,2.79,3.09,2,4,neutral,sunny,team_b_win
2173,2482713,1.84,1.59,5,4,home,sunny,team_a_win
2174,2482712,2.96,2.45,4,2,away,rainy,team_a_win
2175,2482711,1.71,3.03,3,2,away,cloudy,draw
2176,2482710,2.25,0.94,4,4,neutral,sunny,team_b_win
2177,2482709,3.06,0.52,3,1,away,cloudy,draw
2178,2482708,1.54,1.26,3,2,neutral,sunny,draw
2179,2482707,1.39,1.34,4,5,away,rainy,draw
2180,2482706,3.43,2.53,5,3,away,sunny,team_b_win
2181,2482705,0.96,2.55,3,3,away,cloudy,draw
2182,2482704,2.33,2.69,3,3,neutral,sunny,team_b_win
2183,2482703,1.68,2.21,3,1,home,sunny,team_b_win
2184,2482702,0.91,1.48,3,4,neutral,rainy,team_a_win
2185,2482701,1.33,1.65,2,2,away,rainy,team_a_win
2186,2482700,1.89,2,2,1,neutral,rainy,team_a_win
2187,2482699,2.02,1.46,2,4,away,sunny,draw
2188,2482698,2.5,0.53,2,1,away,cloudy,team_b_win
2189,2482697,0.71,2.71,2,4,neutral,rainy,team_a_win
2190,2482696,3.16,0.76,3,3,neutral,rainy,team_a_win
2191,2482695,1.06,3.42,4,3,home,rainy,draw
2192,2482694,2.03,2.1,3,5,home,cloudy,team_a_win
2193,2482693,1.55,2.3,5,1,away,rainy,team_a_win
2194,2482692,2.62,1.14,4,5,neutral,rainy,team_b_win
2195,2482691,3.01,2.74,3,1,home,cloudy,team_b_win
2196,2482690,3.01,1.53,1,3,home,sunny,team_a_win
2197,2482689,1.9,3.07,1,5,away,cloudy,team_b_win
2198,2482688,2.27,1.95,5,4,home,rainy,draw
2199,2482687,2.69,0.81,3,5,away,cloudy,team_b_win
2200,2482686,3.21,2.17,3,5,home,cloudy,team_b_win
2201,2482685,2.86,0.8,3,3,away,rainy,draw
2202,2482684,1.75,2.84,1,3,neutral,cloudy,draw
2203,2482683,2.91,0.87,3,3,neutral,cloudy,team_b_win
2204,2482682,2.5,1.18,5,2,neutral,rainy,team_a_win
2205,2482681,1.29,1.78,4,5,home,cloudy,team_b_win
2206,2482680,1.26,1.81,2,2,away,cloudy,team_b_win
2207,2482679,0.98,1.04,5,4,neutral,cloudy,team_a_win
2208,2482678,2.57,2.63,5,4,neutral,rainy,draw
2209,2482677,0.77,3.2,3,3,away,sunny,draw
2210,2482676,1.37,0.77,3,4,neutral,cloudy,draw
2211,2482675,3.41,1.44,3,2,neutral,sunny,team_b_win
2212,2482674,2.22,1.95,4,5,home,cloudy,team_b_win
2213,2482673,1.05,0.86,5,3,away,cloudy,team_a_win
2214,2482672,3.47,3.24,5,1,neutral,cloudy,draw
2215,2482671,2.9,1.87,5,3,away,cloudy,team_a_win
2216,2482670,2.22,2.9,1,3,home,sunny,draw
2217,2482669,3.03,0.93,3,4,home,rainy,team_a_win
2218,2482668,2.49,2.01,5,2,away,cloudy,draw
2219,2482667,1.83,2.38,4,3,home,sunny,team_b_win
2220,2482666,1.38,0.58,3,5,neutral,sunny,draw
2221,2482665,3.05,1.87,2,1,home,cloudy,team_b_win
2222,2482664,1.69,2.1,4,3,neutral,rainy,team_a_win
2223,2482663,1.79,1.71,3,1,away,rainy,draw
2224,2482662,1.46,3.15,4,4,away,rainy,team_a_win
2225,2482661,2.4,1.97,1,3,neutral,rainy,team_b_win
2226,2482660,2.08,2.33,3,1,away,sunny,draw
2227,2482659,0.96,1.63,4,2,neutral,rainy,draw
2228,2482658,2.13,0.62,2,2,away,cloudy,draw
2229,2482657,1.21,1.52,5,2,home,sunny,team_a_win
2230,2482656,2.27,1.03,4,3,neutral,cloudy,draw
2231,2482655,3.16,1.15,4,4,home,cloudy,team_b_win
2232,2482654,2.26,2.12,1,2,away,rainy,draw
2233,2482653,2.84,2.79,5,5,home,rainy,draw
2234,2482652,2.69,2.12,1,3,home,cloudy,team_b_win
2235,2482651,2.7,2.35,4,4,away,cloudy,team_a_win
2236,2482650,0.95,3.23,1,2,home,sunny,team_b_win
2237,2482649,3.38,0.74,5,1,home,cloudy,team_a_win
2238,2482648,1.02,2.66,3,3,away,rainy,team_b_win
2239,2482647,3.21,2.88,4,3,away,cloudy,team_b_win
2240,2482646,2.55,1.15,3,4,away,cloudy,draw
2241,2482645,1.41,0.54,3,3,neutral,rainy,team_a_win
2242,2482644,2.27,3.3,1,2,away,rainy,team_a_win
2243,2482643,2.32,2.01,4,2,home,sunny,team_b_win
2244,2482642,3.02,0.53,5,2,neutral,cloudy,team_a_win
2245,2482641,0.57,3.05,2,1,neutral,rainy,draw
2246,2482640,1.27,2.27,1,3,away,sunny,team_b_win
2247,2482639,1.93,2.17,5,1,home,sunny,draw
2248,2482638,3.46,1.83,1,5,away,cloudy,draw
2249,2482637,2.51,2.07,3,1,neutral,cloudy,team_a_win
2250,2482636,1.45,0.65,4,1,neutral,sunny,team_a_win
2251,2482635,2.41,2.78,3,2,neutral,sunny,team_a_win
2252,2482634,0.56,2.92,2,3,neutral,rainy,team_a_win
2253,2482633,1.89,2.73,2,5,neutral,rainy,team_b_win
2254,2482632,1.71,2.09,3,2,home,cloudy,draw
2255,2482631,0.63,1.42,1,4,away,sunny,team_b_win
2256,2482630,0.72,3.23,3,3,home,sunny,team_b_win
2257,2482629,2.91,0.76,1,4,away,rainy,team_b_win
2258,2482628,1.28,1.33,3,1,neutral,cloudy,draw
2259,2482627,2.07,1.76,1,5,home,rainy,draw
2260,2482626,2.91,2.07,2,2,home,rainy,draw
2261,2482625,1.77,3.45,1,1,away,sunny,team_b_win
2262,2482624,1.83,1.59,4,2,home,rainy,draw
2263,2482623,3.09,2.79,1,2,neutral,cloudy,team_a_win
2264,2482622,1.07,2.81,3,5,neutral,cloudy,draw
2265,2482621,1.37,3.21,2,1,home,cloudy,draw
2266,2482620,1.45,1.46,5,3,home,sunny,team_a_win
2267,2482619,1.74,2.26,3,3,away,sunny,team_b_win
2268,2482618,2.6,2.5,5,2,away,rainy,draw
2269,2482617,1.64,0.54,5,2,away,rainy,team_a_win
2270,2482616,1.12,2.87,4,5,neutral,cloudy,team_b_win
2271,2482615,2.22,1.05,1,5,neutral,rainy,team_b_win
2272,2482614,1.31,2.42,5,1,home,rainy,draw
2273,2482613,2.45,3.4,5,2,home,rainy,team_b_win
2274,2482612,0.79,1.99,1,2,away,rainy,draw
2275,2482611,3.1,2.14,1,1,neutral,rainy,draw
2276,2482610,2.4,2.01,3,3,away,cloudy,team_b_win
2277,2482609,2.96,3.39,4,5,home,sunny,draw
2278,2482608,3.24,2.92,1,1,away,rainy,team_a_win
2279,2482607,0.73,1.53,1,3,home,cloudy,draw
2280,2482606,0.76,1.09,1,5,home,cloudy,draw
